IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,1850,545092,13,0.33544123076923077,1.51136
10.10.10.2,10.10.10.2,1501,164993,13,0.10153415384615384,0.159296
172.30.0.12,172.30.0.12,218,48156,11,0.03502254545454545,0.079136
192.168.254.2,192.168.254.2,144,39750,7,0.04542857142857143,0.07984
142.250.101.109,142.250.101.109,30,9211,3,0.024562666666666667,0.034664
172.30.0.1,172.30.0.1,46,5208,8,0.005208,0.013024
34.117.59.81,34.117.59.81,10,2176,1,0.017408,0.017408
172.67.74.152,172.67.74.152,9,1466,1,0.011728,0.011728
fe80::30cc:c1ff:fe3d:608c,fe80::30cc:c1ff:fe3d:608c,2,142,1,0.001136,0.001136
fe80::8499:74ff:fe5f:5848,fe80::8499:74ff:fe5f:5848,2,142,1,0.001136,0.001136
fe80::9cff:51ff:fe2f:6cf6,fe80::9cff:51ff:fe2f:6cf6,2,142,1,0.001136,0.001136
fe80::f49c:b4ff:fec2:87f4,fe80::f49c:b4ff:fec2:87f4,2,142,1,0.001136,0.001136
198.46.254.130,198.46.254.130,1,90,1,0.00072,0.00072
