# Overall Packet Count: 7641
# Overall Total Bytes: 516403
# Overall Average Packet Size (Bytes): 67.58
# Overall Capture Duration (Seconds): 170.000
# Overall Average Rate (Mbps): 0.024

IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.11,192.168.254.2,424,115262,13,0.07093046153846154,0.1488
172.30.0.1,172.30.0.11,69,7315,9,0.006502222222222223,0.013024
172.30.0.11,70.116.101.97,4,364,1,0.002912,0.002912
1.2.127.84,5.6.7.8,5,274,4,0.000548,0.00088
1.2.204.141,5.6.7.8,4,222,2,0.000888,0.000896
1.2.239.46,5.6.7.8,4,220,2,0.00088,0.00088
1.2.81.125,5.6.7.8,4,220,4,0.00044,0.000448
1.2.88.126,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.161.34,5.6.7.8,4,220,4,0.00044,0.000448
1.2.37.181,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.51.78,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.128.225,5.6.7.8,4,220,4,0.00044,0.000448
1.2.223.93,5.6.7.8,4,220,2,0.00088,0.00088
1.2.190.10,5.6.7.8,4,220,4,0.00044,0.000448
1.2.142.74,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.39.78,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.74.106,5.6.7.8,4,220,4,0.00044,0.000448
1.2.244.125,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.127.50,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.47.252,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.200.244,5.6.7.8,4,220,4,0.00044,0.000448
1.2.126.208,5.6.7.8,4,220,4,0.00044,0.000448
1.2.67.184,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.35.16,5.6.7.8,4,220,4,0.00044,0.000448
1.2.87.188,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.160.122,5.6.7.8,4,220,4,0.00044,0.000448
1.2.129.31,5.6.7.8,4,220,4,0.00044,0.000448
1.2.214.165,5.6.7.8,4,220,4,0.00044,0.000448
1.2.21.19,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.90.89,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.113.137,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.176.212,5.6.7.8,4,220,3,0.0005866666666666667,0.00088
1.2.72.15,5.6.7.8,4,218,4,0.000436,0.000448
1.2.196.56,5.6.7.8,3,168,3,0.000448,0.000448
1.2.49.48,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.90.236,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.111.75,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.184.77,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.97.79,5.6.7.8,3,166,2,0.000664,0.00088
1.2.18.250,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.199.125,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.56.190,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.221.166,5.6.7.8,3,166,2,0.000664,0.00088
1.2.98.219,5.6.7.8,3,166,2,0.000664,0.00088
1.2.73.97,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.214.227,5.6.7.8,3,166,2,0.000664,0.00088
1.2.241.70,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.223.144,5.6.7.8,3,166,2,0.000664,0.00088
1.2.221.30,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.48.111,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.215.80,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.27.151,5.6.7.8,3,166,2,0.000664,0.00088
1.2.42.57,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.52.255,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.219.207,5.6.7.8,3,166,2,0.000664,0.00088
1.2.173.210,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.12.222,5.6.7.8,3,166,2,0.000664,0.00088
1.2.36.194,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.58.121,5.6.7.8,3,166,2,0.000664,0.00088
1.2.159.43,5.6.7.8,3,166,2,0.000664,0.00088
1.2.94.24,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.205.86,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.89.51,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.79.148,5.6.7.8,3,166,2,0.000664,0.00088
1.2.143.27,5.6.7.8,3,166,2,0.000664,0.00088
1.2.62.85,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.133.188,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.75.126,5.6.7.8,3,166,2,0.000664,0.00088
1.2.190.184,5.6.7.8,3,166,2,0.000664,0.00088
1.2.172.149,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.4.11,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.157.169,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.129.136,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.94.199,5.6.7.8,3,166,3,0.0004426666666666667,0.000448
1.2.94.136,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.230.47,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.40.64,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.61.37,5.6.7.8,3,164,2,0.000656,0.00088
1.2.101.193,5.6.7.8,3,164,1,0.001312,0.001312
1.2.230.141,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.240.86,5.6.7.8,3,164,2,0.000656,0.00088
1.2.202.249,5.6.7.8,3,164,2,0.000656,0.00088
1.2.144.104,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.11.148,5.6.7.8,3,164,2,0.000656,0.00088
1.2.72.223,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.44.130,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.28.172,5.6.7.8,3,164,2,0.000656,0.00088
1.2.16.10,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.228.198,5.6.7.8,3,164,2,0.000656,0.00088
1.2.158.161,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.224.121,5.6.7.8,3,164,1,0.001312,0.001312
1.2.156.199,5.6.7.8,3,164,2,0.000656,0.00088
1.2.133.250,5.6.7.8,3,164,2,0.000656,0.00088
1.2.118.209,5.6.7.8,3,164,2,0.000656,0.00088
1.2.93.88,5.6.7.8,3,164,3,0.00043733333333333336,0.000448
1.2.175.9,5.6.7.8,3,164,2,0.000656,0.00088
