IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.13,172.30.0.13,503,338742,16,0.169371,1.696608
192.168.254.2,192.168.254.2,564,141120,14,0.08064,0.247664
10.1.2.3,10.1.2.3,200,36872,20,0.0147488,0.028696
10.1.2.2,10.1.2.2,231,23282,23,0.00809808695652174,0.017776
198.41.0.4,198.41.0.4,8,3700,1,0.0296,0.0296
127.0.0.1,127.0.0.1,18,3089,4,0.006178,0.012048
170.247.170.2,170.247.170.2,9,2723,1,0.021784,0.021784
10.1.1.2,10.1.1.2,18,1792,6,0.002389333333333333,0.003008
192.5.5.241,192.5.5.241,2,134,1,0.001072,0.001072
::1,::1,1,63,1,0.000504,0.000504
