IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
172.30.0.14,172.30.0.14,77,19484,6,0.025978666666666667,0.065744
192.168.254.2,192.168.254.2,71,18302,4,0.036604,0.063616
10.10.10.2,10.10.10.2,94,6996,3,0.018656,0.0416
10.10.10.3,10.10.10.3,49,3020,3,0.008053333333333332,0.014656
172.30.0.1,172.30.0.1,11,1248,3,0.003328,0.00376
137.190.2.4,137.190.2.4,2,182,1,0.001456,0.001456
fe80::1270:fdff:fe57:e58,fe80::1270:fdff:fe57:e58,2,142,1,0.001136,0.001136
fe80::2060:31ff:fec0:2846,fe80::2060:31ff:fec0:2846,2,142,1,0.001136,0.001136
fe80::38f1:4fff:fe69:511c,fe80::38f1:4fff:fe69:511c,2,142,1,0.001136,0.001136
fe80::4c98:4cff:fe60:dcb8,fe80::4c98:4cff:fe60:dcb8,2,142,1,0.001136,0.001136
fe80::5081:b3ff:fed7:2d53,fe80::5081:b3ff:fed7:2d53,2,142,1,0.001136,0.001136
fe80::8e3:65ff:fedb:e712,fe80::8e3:65ff:fedb:e712,2,142,1,0.001136,0.001136
fe80::a0b0:f3ff:fee0:e8df,fe80::a0b0:f3ff:fee0:e8df,2,142,1,0.001136,0.001136
fe80::b89a:c0ff:febe:7712,fe80::b89a:c0ff:febe:7712,2,142,1,0.001136,0.001136
