IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,1192,348408,13,0.21440492307692308,0.293248
10.10.10.2,10.10.10.2,1890,181134,13,0.11146707692307692,0.150448
192.168.254.2,192.168.254.2,348,88316,15,0.047101866666666665,0.163824
172.30.0.11,172.30.0.11,346,86748,15,0.0462656,0.152176
172.30.0.1,172.30.0.1,47,4922,7,0.005625142857142857,0.012496
fe80::343f:e9ff:fe43:f8b0,fe80::343f:e9ff:fe43:f8b0,2,142,1,0.001136,0.001136
fe80::4008:42ff:feec:ea61,fe80::4008:42ff:feec:ea61,2,142,1,0.001136,0.001136
fe80::6450:3eff:fe68:72c8,fe80::6450:3eff:fe68:72c8,2,142,1,0.001136,0.001136
fe80::8499:74ff:fe5f:5848,fe80::8499:74ff:fe5f:5848,2,142,1,0.001136,0.001136
fe80::884a:a6ff:fe02:530f,fe80::884a:a6ff:fe02:530f,2,142,2,0.000568,0.000576
fe80::ac8b:90ff:feeb:631e,fe80::ac8b:90ff:feeb:631e,2,142,1,0.001136,0.001136
fe80::c00:baff:fefd:bc9d,fe80::c00:baff:fefd:bc9d,2,142,1,0.001136,0.001136
fe80::c70:1ff:fe00:2a34,fe80::c70:1ff:fe00:2a34,2,142,1,0.001136,0.001136
fe80::d84b:8fff:fe62:2801,fe80::d84b:8fff:fe62:2801,2,142,1,0.001136,0.001136
