IP_A,IP_B,TotalPackets,TotalBytes,TotalActiveSeconds,AvgRateMbps,PeakRateMbps
10.10.10.1,10.10.10.1,1289,378673,14,0.21638457142857143,0.34788
10.10.10.2,10.10.10.2,1983,186115,14,0.10635142857142857,0.165016
192.168.254.2,192.168.254.2,346,91858,14,0.05249028571428571,0.169088
172.30.0.11,172.30.0.11,340,85318,17,0.040149647058823526,0.14224
172.30.0.1,172.30.0.1,46,4800,7,0.005485714285714286,0.013424
198.206.187.97,198.206.187.97,2,182,2,0.000728,0.000736
fe80::30cc:c1ff:fe3d:608c,fe80::30cc:c1ff:fe3d:608c,2,142,1,0.001136,0.001136
fe80::343f:e9ff:fe43:f8b0,fe80::343f:e9ff:fe43:f8b0,2,142,1,0.001136,0.001136
fe80::4008:42ff:feec:ea61,fe80::4008:42ff:feec:ea61,2,142,1,0.001136,0.001136
fe80::8499:74ff:fe5f:5848,fe80::8499:74ff:fe5f:5848,2,142,1,0.001136,0.001136
fe80::9cff:51ff:fe2f:6cf6,fe80::9cff:51ff:fe2f:6cf6,2,142,1,0.001136,0.001136
